Customer_ID,Gender,Age,Marital_status,Children,Tenure_months,Monthly_charges,Total_charges,Phone,Internet,Contract,Paperless_billing,Payment_method,Churn
1892,Male,62,NULL,1,1,74.7,74.7,Yes,Fiber,Monthly,Yes,Electronic check,Yes
1893,Male,35,1,0,9,44.4,348.15,Yes,DSL,Monthly,Yes,Mailed check,No
1894,Male,35,NULL,NULL,62,56.15,3487.95,Yes,DSL,Yearly,No,Bank transfer (automatic),No
1895,Female,43,0,0,72,116.85,8477.7,Yes,Fiber,Biyearly,Yes,Bank transfer (automatic),No
1896,Male,64,NULL,1,2,45.85,81,Yes,DSL,Monthly,No,Mailed check,Yes
1897,Male,80,0,0,49,51.8,2541.25,No,DSL,Yearly,Yes,Bank transfer (automatic),Yes
1898,Male,43,0,NULL,48,78.75,3682.45,Yes,DSL,Yearly,Yes,Credit card (automatic),No
1899,Male,36,1,1,29,103.95,2964.8,Yes,Fiber,Monthly,Yes,Electronic check,No
1900,Female,56,1,1,39,50.65,1905.4,No,DSL,Monthly,Yes,Credit card (automatic),No
1901,Male,80,1,NULL,38,91.7,3479.05,Yes,Fiber,Monthly,No,Bank transfer (automatic),No
1902,Female,57,NULL,NULL,36,85.85,3003.55,Yes,DSL,Yearly,No,Bank transfer (automatic),No
1903,Male,55,NULL,1,72,25.55,1867.7,Yes,No,Biyearly,No,Credit card (automatic),No
1904,Male,50,0,1,2,44.35,81.25,Yes,DSL,Monthly,No,Electronic check,Yes
1905,Male,49,1,0,1,79.6,79.6,Yes,Fiber,Monthly,No,Electronic check,Yes
1906,Male,33,NULL,NULL,12,19.2,239,Yes,No,Monthly,Yes,Electronic check,No
1907,Male,48,1,1,1,49.9,49.9,Yes,DSL,Monthly,Yes,Mailed check,Yes
1908,Female,40,NULL,1,46,100.25,4753.85,Yes,Fiber,Yearly,No,Electronic check,No
1909,Female,37,0,0,43,94.5,4156.8,Yes,Fiber,Monthly,Yes,Electronic check,No
1910,Male,30,NULL,NULL,72,74.4,5360.75,Yes,DSL,Biyearly,No,Bank transfer (automatic),No
1911,Female,33,NULL,1,33,103.7,3467,Yes,Fiber,Yearly,Yes,Mailed check,Yes
1912,Female,38,1,1,18,20.25,401.95,Yes,No,Monthly,Yes,Mailed check,No
1913,Male,40,0,0,35,55,2010.55,Yes,DSL,Monthly,No,Mailed check,Yes
1914,Female,73,1,NULL,67,105.4,7035.6,Yes,Fiber,Yearly,Yes,Credit card (automatic),No
1915,Female,55,0,NULL,70,113.05,7869.05,Yes,Fiber,Biyearly,Yes,Credit card (automatic),No
1916,Female,51,NULL,NULL,24,96.55,2263.45,Yes,Fiber,Biyearly,Yes,Electronic check,No
1917,Female,57,1,1,42,54.55,2455.05,Yes,DSL,Monthly,No,Credit card (automatic),No
1918,Female,59,1,NULL,1,70.1,70.1,Yes,Fiber,Monthly,Yes,Electronic check,Yes
1919,Female,74,NULL,1,47,20.55,945.7,Yes,No,Biyearly,Yes,Mailed check,No
1920,Male,60,1,1,15,69.5,1071.4,Yes,DSL,Monthly,Yes,Mailed check,No
1921,Male,55,1,1,72,108.4,7767.25,Yes,Fiber,Biyearly,Yes,Credit card (automatic),No
1922,Female,22,NULL,1,9,88.4,788.6,Yes,Fiber,Monthly,Yes,Mailed check,No
1923,Male,66,NULL,NULL,39,75.25,3017.65,Yes,Fiber,Monthly,No,Electronic check,Yes
1924,Male,69,1,1,63,19.55,1245.6,Yes,No,Biyearly,No,Mailed check,No
1925,Female,31,NULL,0,35,24.3,821.6,Yes,No,Biyearly,No,Bank transfer (automatic),No
1926,Female,57,1,0,25,88.4,2191.15,Yes,Fiber,Monthly,No,Bank transfer (automatic),No
1927,Male,63,NULL,1,66,79.85,5234.95,Yes,DSL,Biyearly,No,Bank transfer (automatic),No
1928,Female,58,0,NULL,12,105.3,1275.65,Yes,Fiber,Monthly,Yes,Electronic check,No
1929,Female,21,1,0,3,55.35,165.2,Yes,DSL,Monthly,No,Electronic check,Yes
1930,Female,65,0,1,28,64.45,1867.6,Yes,DSL,Monthly,No,Bank transfer (automatic),No
1931,Female,75,NULL,0,48,75.15,3772.65,Yes,Fiber,Yearly,No,Electronic check,No
1932,Male,28,0,1,67,116.1,7839.85,Yes,Fiber,Biyearly,Yes,Credit card (automatic),No
1933,Female,24,1,NULL,41,50.05,2029.05,Yes,DSL,Yearly,No,Bank transfer (automatic),No
1934,Female,56,1,0,7,20.65,134.05,Yes,No,Yearly,No,Mailed check,No
1935,Male,45,NULL,1,47,86.05,3865.6,Yes,Fiber,Monthly,Yes,Credit card (automatic),No
1936,Female,70,1,1,2,65.7,134.35,Yes,DSL,Monthly,No,Mailed check,Yes
1937,Female,61,NULL,1,69,66.9,4577.9,Yes,DSL,Biyearly,Yes,Mailed check,No
1938,Male,32,NULL,1,51,83.4,4149.45,Yes,Fiber,Monthly,No,Bank transfer (automatic),No
1939,Male,69,NULL,NULL,26,85.2,2184.6,Yes,Fiber,Yearly,Yes,Electronic check,No
1940,Male,43,1,NULL,49,84.5,4254.85,Yes,Fiber,Monthly,No,Electronic check,Yes
1941,Female,36,0,0,4,78.85,292.8,Yes,Fiber,Monthly,Yes,Electronic check,Yes
1942,Female,30,NULL,NULL,68,90.2,6297.65,Yes,Fiber,Biyearly,No,Credit card (automatic),No
1943,Male,50,NULL,1,40,80.8,3132.75,Yes,Fiber,Yearly,No,Electronic check,No
1944,Male,34,1,1,4,70.5,294.2,Yes,Fiber,Monthly,No,Electronic check,No
1945,Female,66,0,NULL,32,101.35,3334.9,Yes,Fiber,Monthly,Yes,Electronic check,No
1946,Female,64,NULL,NULL,43,78.8,3460.3,Yes,DSL,Biyearly,Yes,Electronic check,No
1947,Female,65,NULL,NULL,72,19.7,1379.8,Yes,No,Biyearly,No,Credit card (automatic),No
1948,Male,69,0,0,8,100.6,819.4,Yes,Fiber,Monthly,Yes,Electronic check,Yes
1949,Female,65,NULL,1,55,81.55,4509.5,Yes,Fiber,Monthly,Yes,Electronic check,No
1950,Female,24,1,NULL,50,108.75,5431.9,Yes,Fiber,Monthly,No,Bank transfer (automatic),No
1951,Female,30,NULL,NULL,4,94.4,387.2,Yes,Fiber,Monthly,Yes,Bank transfer (automatic),Yes
1952,Female,22,0,1,54,86.2,4524.05,Yes,DSL,Monthly,Yes,Electronic check,No
1953,Female,42,1,1,1,44.1,44.1,Yes,DSL,Monthly,Yes,Electronic check,Yes
1954,Female,61,NULL,NULL,36,92.9,3379.25,Yes,DSL,Biyearly,Yes,Credit card (automatic),No
1955,Female,72,NULL,0,1,70.8,70.8,Yes,Fiber,Monthly,Yes,Mailed check,Yes
1956,Male,30,0,NULL,27,81.7,2212.55,Yes,DSL,Yearly,No,Electronic check,No
1957,Male,37,0,0,35,20.2,684.4,Yes,No,Biyearly,Yes,Mailed check,No
1958,Male,21,NULL,0,18,74.15,1387,Yes,Fiber,Monthly,No,Mailed check,No
1959,Male,46,NULL,1,56,75.85,4261.2,Yes,DSL,Biyearly,Yes,Credit card (automatic),No
1960,Female,77,0,1,37,96.55,3580.3,Yes,Fiber,Monthly,Yes,Electronic check,Yes
1961,Male,70,NULL,NULL,36,65.4,2498.4,Yes,DSL,Yearly,Yes,Mailed check,Yes
1962,Female,56,NULL,NULL,63,107.5,6873.75,Yes,Fiber,Yearly,Yes,Electronic check,Yes
1963,Male,51,1,0,20,71.3,1389.2,Yes,Fiber,Monthly,No,Credit card (automatic),Yes
1964,Male,24,0,0,70,25.4,1782.05,Yes,No,Biyearly,No,Mailed check,No
1965,Male,45,NULL,NULL,1,20.35,20.35,Yes,No,Monthly,No,Mailed check,No
1966,Male,54,NULL,1,1,86.6,86.6,Yes,Fiber,Monthly,Yes,Electronic check,Yes
1967,Female,44,0,0,33,59.45,1884.65,No,DSL,Monthly,Yes,Bank transfer (automatic),No
1968,Female,53,1,0,2,34.7,62.25,No,DSL,Monthly,Yes,Electronic check,Yes
1969,Female,56,NULL,NULL,1,56.25,56.25,Yes,DSL,Monthly,Yes,Electronic check,Yes
1970,Male,41,NULL,0,27,104.65,2964,Yes,Fiber,Yearly,Yes,Bank transfer (automatic),No
1971,Male,70,NULL,1,72,106.1,7848.5,Yes,Fiber,Yearly,Yes,Bank transfer (automatic),No
1972,Female,62,1,0,39,20.7,762.45,Yes,No,Biyearly,No,Credit card (automatic),No
1973,Male,30,1,NULL,4,54.3,195.3,Yes,DSL,Monthly,No,Electronic check,Yes
1974,Male,56,1,1,12,81.7,858.6,Yes,Fiber,Monthly,No,Bank transfer (automatic),Yes
1975,Female,49,NULL,0,59,94.05,5483.9,Yes,Fiber,Yearly,Yes,Electronic check,No
1976,Female,70,1,NULL,67,75.1,5064.45,Yes,DSL,Yearly,No,Mailed check,No
1977,Male,37,1,0,71,25.45,1789.65,Yes,No,Biyearly,No,Credit card (automatic),No
1978,Female,56,1,1,4,23.9,97.5,Yes,No,Yearly,No,Electronic check,No
1979,Male,58,0,1,72,92.3,6719.9,Yes,DSL,Biyearly,No,Credit card (automatic),No
1980,Male,39,0,1,56,52.7,3019.7,Yes,DSL,Yearly,No,Mailed check,No
1981,Female,78,NULL,NULL,39,99.1,3877.95,Yes,Fiber,Yearly,No,Mailed check,No
1982,Male,35,1,1,68,105.75,7322.5,Yes,Fiber,Yearly,No,Credit card (automatic),No
1983,Male,55,1,0,27,19.4,529.8,Yes,No,Monthly,Yes,Electronic check,No
1984,Female,80,NULL,1,51,93.8,4539.35,Yes,Fiber,Monthly,Yes,Electronic check,No
1985,Male,29,1,NULL,9,70.05,564.4,Yes,DSL,Monthly,Yes,Mailed check,No
1986,Male,33,NULL,0,9,70.05,657.5,Yes,Fiber,Monthly,No,Mailed check,No
1987,Female,61,NULL,NULL,26,73.5,1905.7,Yes,DSL,Biyearly,Yes,Credit card (automatic),No
1988,Male,40,1,1,4,101.15,385.9,Yes,Fiber,Monthly,No,Electronic check,Yes
1989,Female,60,NULL,0,51,85.5,4421.95,Yes,DSL,Biyearly,No,Credit card (automatic),No
1990,Female,24,1,0,62,101.35,6164.7,Yes,Fiber,Monthly,Yes,Electronic check,No
1991,Male,32,NULL,0,10,86.65,856.65,Yes,Fiber,Monthly,Yes,Electronic check,Yes
1992,Male,46,NULL,1,13,83.2,1060.6,Yes,Fiber,Monthly,Yes,Electronic check,Yes
1993,Female,73,NULL,NULL,45,24.65,1138.8,Yes,No,Biyearly,Yes,Bank transfer (automatic),No
1994,Male,36,NULL,NULL,31,35.4,1077.5,No,DSL,Monthly,No,Bank transfer (automatic),Yes
1995,Female,62,NULL,0,55,50.55,2832.75,Yes,DSL,Monthly,Yes,Credit card (automatic),No
1996,Male,27,1,NULL,71,105.55,7405.5,Yes,Fiber,Biyearly,No,Electronic check,No
1997,Male,39,NULL,1,26,20.65,595.5,Yes,No,Yearly,Yes,Credit card (automatic),No
1998,Female,77,NULL,0,72,65.7,4575.35,No,DSL,Biyearly,No,Bank transfer (automatic),No
1999,Male,46,1,NULL,31,90.7,2845.15,Yes,Fiber,Monthly,Yes,Electronic check,No
2000,Female,47,0,1,50,83.4,4113.7,Yes,Fiber,Monthly,Yes,Electronic check,No
2001,Male,27,0,NULL,6,44.7,276.5,Yes,DSL,Monthly,No,Credit card (automatic),No
2002,Male,72,1,NULL,72,117.8,8684.8,Yes,Fiber,Yearly,Yes,Bank transfer (automatic),Yes
2003,Female,26,0,1,71,91.05,6293.75,Yes,DSL,Biyearly,No,Mailed check,No
2004,Male,47,NULL,NULL,5,20.25,109.8,Yes,No,Monthly,No,Mailed check,No
2005,Male,59,0,NULL,61,19.75,1124.2,Yes,No,Biyearly,No,Mailed check,No
2006,Female,46,1,NULL,28,89.95,2625.55,Yes,Fiber,Monthly,Yes,Electronic check,Yes
2007,Male,64,NULL,1,70,114.3,8244.3,Yes,Fiber,Biyearly,No,Credit card (automatic),No
2008,Male,23,1,0,51,84.2,4299.75,Yes,Fiber,Yearly,No,Bank transfer (automatic),No
2009,Female,48,0,1,30,19.7,599.25,Yes,No,Biyearly,No,Mailed check,No
2010,Female,66,NULL,1,28,90.45,2509.25,Yes,Fiber,Yearly,Yes,Electronic check,No
2011,Female,79,NULL,NULL,72,115.05,8405,Yes,Fiber,Biyearly,No,Credit card (automatic),No
2012,Male,77,NULL,NULL,4,29.9,118.25,No,DSL,Monthly,Yes,Electronic check,No
2013,Female,29,1,NULL,7,86.25,587.1,Yes,Fiber,Monthly,Yes,Electronic check,Yes
2014,Male,45,NULL,0,41,55.7,2237.55,Yes,DSL,Monthly,Yes,Bank transfer (automatic),No
2015,Female,46,0,NULL,5,45.7,198,No,DSL,Monthly,No,Electronic check,Yes
2016,Female,50,0,0,72,110.65,8065.65,Yes,Fiber,Biyearly,Yes,Credit card (automatic),No
2017,Female,73,0,1,72,64.75,4804.75,Yes,DSL,Biyearly,No,Bank transfer (automatic),No
2018,Female,40,NULL,NULL,24,24.6,605.25,Yes,No,Yearly,No,Bank transfer (automatic),No
2019,Male,77,NULL,NULL,8,69.7,572.85,Yes,Fiber,Monthly,Yes,Electronic check,No
2020,Male,72,NULL,0,35,72.1,2495.15,Yes,DSL,Yearly,Yes,Mailed check,No
2021,Female,80,0,0,6,99.95,547.65,Yes,Fiber,Monthly,Yes,Mailed check,Yes
2022,Male,21,NULL,0,33,109.9,3694.7,Yes,Fiber,Monthly,Yes,Bank transfer (automatic),No
2023,Male,25,1,0,72,109.55,7920.7,Yes,Fiber,Biyearly,Yes,Bank transfer (automatic),No
2024,Male,58,NULL,1,45,18.85,867.3,Yes,No,Yearly,No,Bank transfer (automatic),No
2025,Male,22,NULL,NULL,62,20.05,1201.65,Yes,No,Biyearly,Yes,Credit card (automatic),No
2026,Male,45,1,0,15,24.8,324.15,Yes,No,Monthly,Yes,Electronic check,No
2027,Female,53,0,NULL,8,58.2,469.25,Yes,DSL,Yearly,No,Bank transfer (automatic),No
2028,Male,22,1,NULL,21,75.3,1570.7,Yes,Fiber,Monthly,No,Mailed check,No
2029,Female,72,0,1,49,78,3824.2,Yes,DSL,Yearly,No,Credit card (automatic),No
2030,Male,27,NULL,0,8,69.95,562.7,Yes,Fiber,Monthly,Yes,Credit card (automatic),No
2031,Male,48,0,1,5,21.05,113.85,Yes,No,Monthly,No,Mailed check,Yes
2032,Male,74,NULL,0,2,19.85,51.6,Yes,No,Monthly,No,Mailed check,No
2033,Male,71,NULL,1,46,19.95,907.05,Yes,No,Biyearly,No,Electronic check,No
2034,Female,43,1,NULL,67,94.35,6341.45,Yes,Fiber,Yearly,Yes,Credit card (automatic),Yes
2035,Female,25,1,0,43,108.15,4600.7,Yes,Fiber,Monthly,Yes,Credit card (automatic),Yes
2036,Male,53,NULL,NULL,61,80.8,4860.85,Yes,DSL,Biyearly,Yes,Bank transfer (automatic),No
2037,Male,61,1,NULL,18,33.5,600,No,DSL,Monthly,Yes,Credit card (automatic),Yes
2038,Female,50,NULL,NULL,47,58.6,2723.4,Yes,DSL,Monthly,Yes,Bank transfer (automatic),No
2039,Female,37,NULL,NULL,3,89.45,240.45,Yes,Fiber,Monthly,Yes,Electronic check,Yes
2040,Female,46,NULL,0,40,20.15,804.85,Yes,No,Biyearly,No,Mailed check,No
2041,Male,24,1,0,14,66.6,979.5,Yes,DSL,Monthly,Yes,Credit card (automatic),No
2042,Female,39,0,1,28,70.4,1992.2,Yes,Fiber,Yearly,Yes,Bank transfer (automatic),No
2043,Male,38,0,NULL,49,94.8,4690.65,Yes,Fiber,Biyearly,Yes,Electronic check,No
2044,Male,73,NULL,1,41,111.95,4534.9,Yes,Fiber,Yearly,Yes,Electronic check,Yes
2045,Male,36,NULL,NULL,1,55.7,55.7,Yes,DSL,Monthly,No,Mailed check,No
2046,Female,31,1,0,61,24.2,1445.2,Yes,No,Biyearly,Yes,Mailed check,No
2047,Male,76,1,1,13,19.95,243.65,Yes,No,Biyearly,No,Mailed check,No
2048,Female,58,0,1,67,20.55,1343.4,Yes,No,Yearly,No,Electronic check,No
2049,Female,43,NULL,0,70,44.6,3058.15,No,DSL,Biyearly,Yes,Bank transfer (automatic),No
2050,Female,37,NULL,1,72,26.45,1914.5,Yes,No,Biyearly,No,Credit card (automatic),No
2051,Male,31,1,NULL,10,56.75,503.25,Yes,DSL,Monthly,Yes,Bank transfer (automatic),No
2052,Male,42,0,0,68,56.4,3948.45,No,DSL,Biyearly,Yes,Mailed check,No
2053,Male,72,NULL,1,5,20.05,95.55,Yes,No,Monthly,No,Credit card (automatic),No
2054,Male,52,NULL,NULL,1,55.05,55.05,Yes,DSL,Monthly,No,Mailed check,No
2055,Male,47,NULL,0,72,109.65,7880.25,Yes,Fiber,Biyearly,Yes,Electronic check,No
2056,Male,28,0,1,35,94.55,3365.4,Yes,Fiber,Monthly,Yes,Electronic check,No
2057,Female,47,1,NULL,66,67.45,4508.65,Yes,DSL,Monthly,Yes,Bank transfer (automatic),No
2058,Female,36,NULL,1,46,103.15,4594.65,Yes,Fiber,Yearly,Yes,Electronic check,No
2059,Female,56,0,NULL,9,85.3,781.4,Yes,Fiber,Monthly,Yes,Credit card (automatic),No
2060,Female,51,1,NULL,26,45.8,1147,No,DSL,Monthly,No,Mailed check,No
2061,Female,24,NULL,1,46,84.8,3958.85,Yes,Fiber,Monthly,Yes,Bank transfer (automatic),No
2062,Male,55,NULL,NULL,72,110.9,8240.85,Yes,Fiber,Biyearly,Yes,Credit card (automatic),No
2063,Female,51,NULL,NULL,71,47.05,3263.6,No,DSL,Biyearly,Yes,Electronic check,No
2064,Female,78,0,0,7,75.45,480.75,Yes,Fiber,Monthly,No,Mailed check,Yes
2065,Male,71,NULL,NULL,1,49.05,49.05,Yes,DSL,Monthly,No,Mailed check,No
2066,Female,74,1,NULL,1,25.25,25.25,No,DSL,Monthly,No,Electronic check,Yes
2067,Female,50,NULL,NULL,9,20.25,186.15,Yes,No,Monthly,No,Mailed check,No
2068,Female,80,NULL,1,2,54.15,101.65,Yes,DSL,Monthly,No,Mailed check,No
2069,Female,35,0,0,54,100.1,5440.9,Yes,Fiber,Monthly,Yes,Electronic check,Yes
2070,Male,59,1,1,57,86.9,4939.25,Yes,Fiber,Yearly,Yes,Electronic check,No
2071,Female,54,NULL,NULL,34,105.1,3634.8,Yes,Fiber,Monthly,Yes,Electronic check,No
2072,Female,46,0,NULL,55,94.75,5276.1,Yes,Fiber,Yearly,Yes,Electronic check,No
2073,Female,61,NULL,0,4,72.75,317.75,Yes,Fiber,Monthly,No,Electronic check,No
2074,Male,24,0,0,72,106.1,7548.6,Yes,Fiber,Biyearly,Yes,Credit card (automatic),No
2075,Male,35,0,NULL,1,44.05,44.05,Yes,DSL,Monthly,Yes,Bank transfer (automatic),No
2076,Male,38,NULL,NULL,26,92.4,2349.8,Yes,Fiber,Monthly,Yes,Credit card (automatic),No
2077,Female,77,0,0,48,69.7,3023.65,Yes,DSL,Yearly,No,Bank transfer (automatic),No
2078,Male,69,0,NULL,7,89.35,631.85,Yes,Fiber,Monthly,Yes,Credit card (automatic),Yes
2079,Female,30,1,0,52,64.3,3410.6,Yes,DSL,Yearly,Yes,Mailed check,No
2080,Female,22,NULL,1,39,59.85,2341.5,Yes,DSL,Monthly,Yes,Mailed check,No
2081,Male,34,0,NULL,2,53.45,119.5,Yes,DSL,Monthly,No,Electronic check,No
2082,Male,80,1,1,71,19.7,1301.1,Yes,No,Biyearly,No,Credit card (automatic),No
2083,Female,76,1,NULL,47,99.7,4747.2,Yes,Fiber,Monthly,No,Electronic check,No
2084,Female,57,1,1,59,19.5,1222.65,Yes,No,Biyearly,No,Credit card (automatic),No
2085,Female,59,1,NULL,35,100.25,3527.6,Yes,Fiber,Monthly,Yes,Electronic check,Yes
2086,Male,62,1,1,26,19.8,457.3,Yes,No,Yearly,No,Credit card (automatic),No
2087,Female,37,1,NULL,70,89,6293.2,Yes,DSL,Biyearly,Yes,Bank transfer (automatic),No
2088,Female,51,0,NULL,49,52.15,2583.75,Yes,DSL,Monthly,Yes,Credit card (automatic),No
2089,Male,78,NULL,NULL,1,71.35,71.35,Yes,Fiber,Monthly,Yes,Mailed check,Yes
2090,Male,64,1,0,51,59.3,3014.65,No,DSL,Yearly,No,Electronic check,Yes
2091,Female,57,NULL,NULL,56,110.5,6139.5,Yes,Fiber,Yearly,No,Electronic check,No
2092,Male,55,1,NULL,24,60.45,1440.75,Yes,DSL,Monthly,No,Bank transfer (automatic),No
2093,Female,72,NULL,NULL,72,107.45,7576.7,Yes,Fiber,Biyearly,No,Mailed check,No
2094,Male,50,NULL,0,56,21.2,1238.65,Yes,No,Yearly,Yes,Mailed check,No
2095,Female,46,1,NULL,2,74.9,136.05,Yes,Fiber,Monthly,Yes,Mailed check,No
2096,Male,72,NULL,0,1,95.1,95.1,Yes,Fiber,Monthly,Yes,Electronic check,Yes
2097,Male,68,1,0,68,85.5,5696.6,Yes,Fiber,Yearly,Yes,Bank transfer (automatic),No
2098,Female,59,NULL,NULL,10,84.7,832.05,Yes,Fiber,Monthly,Yes,Mailed check,Yes
2099,Male,52,NULL,NULL,67,111.3,7567.2,Yes,Fiber,Biyearly,Yes,Bank transfer (automatic),No
2100,Female,58,1,0,2,19.5,27.55,Yes,No,Monthly,No,Mailed check,No
2101,Male,22,NULL,0,16,84.9,1398.25,Yes,DSL,Monthly,No,Electronic check,No
2102,Female,70,1,0,57,112.95,6465,Yes,Fiber,Biyearly,Yes,Bank transfer (automatic),Yes
2103,Male,75,1,NULL,42,100.3,4222.95,Yes,Fiber,Monthly,Yes,Electronic check,No
2104,Male,57,0,NULL,24,54.8,1291.3,Yes,DSL,Monthly,No,Credit card (automatic),No
2105,Male,54,1,NULL,18,25.15,476.8,No,DSL,Monthly,No,Mailed check,No
2106,Female,47,1,1,18,20.1,370.5,Yes,No,Biyearly,No,Mailed check,No
2107,Female,37,1,NULL,63,96,6109.75,Yes,Fiber,Yearly,Yes,Electronic check,No
2108,Female,32,1,NULL,11,20.6,233.9,Yes,No,Yearly,No,Mailed check,No
2109,Male,76,0,0,2,46.6,87.9,Yes,DSL,Monthly,Yes,Bank transfer (automatic),No
2110,Male,52,1,NULL,1,74.3,74.3,Yes,Fiber,Monthly,No,Electronic check,No
2111,Female,60,NULL,1,68,110.8,7553.6,Yes,Fiber,Biyearly,Yes,Bank transfer (automatic),No
2112,Male,75,NULL,NULL,10,85.55,851.75,Yes,Fiber,Monthly,No,Electronic check,Yes
2113,Female,30,1,NULL,51,77.5,3807.35,Yes,Fiber,Monthly,Yes,Electronic check,Yes
2114,Male,69,NULL,NULL,5,84.5,453.75,Yes,Fiber,Monthly,Yes,Electronic check,Yes
2115,Male,78,0,NULL,11,78.5,874.2,Yes,Fiber,Monthly,Yes,Electronic check,No
2116,Female,37,NULL,0,72,96.6,6827.5,Yes,Fiber,Biyearly,Yes,Bank transfer (automatic),No
2117,Female,63,1,0,35,85.3,2917.5,Yes,Fiber,Monthly,No,Credit card (automatic),Yes
2118,Male,50,NULL,1,48,111.45,5315.1,Yes,Fiber,Monthly,Yes,Bank transfer (automatic),No
2119,Female,38,1,NULL,1,20.2,20.2,Yes,No,Monthly,Yes,Bank transfer (automatic),Yes
2120,Female,45,1,NULL,2,74.9,147.15,Yes,Fiber,Monthly,No,Credit card (automatic),Yes
2121,Female,43,1,1,3,85.8,272.2,Yes,Fiber,Monthly,No,Electronic check,Yes
2122,Female,21,1,NULL,1,30.5,30.5,No,DSL,Monthly,No,Bank transfer (automatic),Yes
2123,Female,52,0,NULL,3,19.6,59.75,Yes,No,Monthly,Yes,Mailed check,Yes
2124,Male,78,NULL,NULL,27,19.7,509.3,Yes,No,Biyearly,No,Credit card (automatic),No
2125,Male,49,1,1,33,91.25,2964.05,Yes,Fiber,Monthly,No,Electronic check,No
2126,Male,41,0,NULL,71,86.85,6263.8,Yes,DSL,Biyearly,No,Bank transfer (automatic),No
2127,Male,80,NULL,NULL,72,93.05,6735.05,Yes,Fiber,Biyearly,Yes,Bank transfer (automatic),No
2128,Female,53,NULL,0,53,90.8,4921.2,Yes,Fiber,Monthly,No,Electronic check,No
2129,Male,29,1,1,1,20.2,20.2,Yes,No,Yearly,Yes,Electronic check,No
2130,Male,54,1,NULL,63,83.5,5435,Yes,DSL,Biyearly,No,Credit card (automatic),No
2131,Female,67,1,1,4,20.4,94.5,Yes,No,Monthly,No,Credit card (automatic),No
2132,Female,44,1,NULL,1,35,35,No,DSL,Monthly,No,Electronic check,No
2133,Male,35,1,0,70,105.35,7511.9,Yes,Fiber,Biyearly,No,Credit card (automatic),No
2134,Female,37,1,NULL,14,105.95,1348.9,Yes,Fiber,Yearly,No,Mailed check,Yes
2135,Female,67,NULL,1,2,79.7,165,Yes,Fiber,Monthly,No,Bank transfer (automatic),Yes
2136,Female,46,NULL,1,71,25.45,1813.35,Yes,No,Biyearly,No,Bank transfer (automatic),No
2137,Female,69,NULL,NULL,3,96.6,291.9,Yes,Fiber,Monthly,Yes,Electronic check,Yes
2138,Male,74,1,1,9,99.3,918.75,Yes,Fiber,Monthly,Yes,Credit card (automatic),No
2139,Female,60,NULL,NULL,1,44.9,44.9,Yes,DSL,Monthly,Yes,Bank transfer (automatic),Yes
2140,Male,53,NULL,1,71,80.6,5708.2,Yes,DSL,Biyearly,No,Bank transfer (automatic),No
2141,Male,43,0,1,7,73.6,520,Yes,Fiber,Monthly,No,Electronic check,Yes
2142,Male,59,NULL,1,51,24.95,1222.25,Yes,No,Biyearly,Yes,Mailed check,No
2143,Male,56,NULL,0,58,104.65,6219.6,Yes,Fiber,Yearly,Yes,Electronic check,Yes
2144,Male,56,1,1,26,19.3,504.2,Yes,No,Yearly,No,Credit card (automatic),No
2145,Female,60,0,0,26,69.5,1800.05,Yes,DSL,Monthly,Yes,Bank transfer (automatic),No
2146,Male,58,0,0,64,20.05,1198.05,Yes,No,Biyearly,Yes,Bank transfer (automatic),No
2147,Male,38,NULL,1,4,88.45,370.65,Yes,Fiber,Monthly,Yes,Electronic check,Yes
2148,Female,66,1,1,1,19.5,19.5,Yes,No,Monthly,No,Mailed check,Yes
2149,Male,22,1,1,24,49.7,1167.8,Yes,DSL,Monthly,Yes,Mailed check,No
2150,Male,69,1,1,1,29.15,29.15,No,DSL,Monthly,No,Mailed check,No
2151,Female,36,NULL,1,29,35.65,1025.15,No,DSL,Monthly,Yes,Mailed check,No
2152,Female,57,NULL,1,3,75.85,256.6,Yes,Fiber,Monthly,Yes,Electronic check,Yes
2153,Female,80,1,0,72,97,7104.2,Yes,Fiber,Biyearly,Yes,Bank transfer (automatic),No
2154,Male,41,NULL,NULL,3,55.9,157.55,Yes,DSL,Monthly,No,Mailed check,No
2155,Male,27,1,1,55,100.9,5552.05,Yes,Fiber,Yearly,Yes,Mailed check,No
2156,Male,74,0,1,35,108.95,4025.5,Yes,Fiber,Biyearly,Yes,Electronic check,No
2157,Male,39,1,0,25,19.15,477.6,Yes,No,Monthly,Yes,Mailed check,No
2158,Male,56,1,NULL,3,90.4,268.45,Yes,Fiber,Monthly,No,Electronic check,No
2159,Male,65,NULL,NULL,27,20.05,552.9,Yes,No,Yearly,No,Credit card (automatic),No
2160,Male,45,0,NULL,6,69.1,435,Yes,Fiber,Monthly,Yes,Electronic check,No
2161,Female,80,1,NULL,1,102.45,102.45,Yes,Fiber,Monthly,Yes,Electronic check,Yes
2162,Female,29,1,NULL,44,94.4,4295.35,Yes,Fiber,Yearly,No,Electronic check,No
2163,Male,67,1,NULL,46,81,3846.35,Yes,DSL,Biyearly,No,Mailed check,No
2164,Male,47,NULL,1,34,20.05,679,Yes,No,Biyearly,No,Credit card (automatic),No
2165,Male,79,NULL,NULL,12,83.8,1029.75,Yes,Fiber,Monthly,Yes,Mailed check,Yes
2166,Female,62,1,0,49,79.3,3902.45,Yes,DSL,Biyearly,No,Bank transfer (automatic),No
